Item_Identifier,Outlet_Identifier,Predicted_Weekly_Demand,EOQ,Safety_Stock,Reorder_Point,Inventory_Status
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT018,593.36414,1434.22,518.05,1109.76,Low Stock Required
NC,OUT017,3927.7288,3690.0,3429.31,7346.3,High Stock Required
FD,OUT010,480.05344,1290.03,419.13,897.86,Low Stock Required
FD,OUT013,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
FD,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
DR,OUT013,1058.8856,1915.93,924.52,1980.47,Low Stock Required
NC,OUT017,3063.5767,3258.9,2674.82,5729.97,High Stock Required
FD,OUT027,3065.0476,3259.68,2676.09,5732.71,High Stock Required
FD,OUT045,3884.9075,3669.83,3391.9,7266.19,High Stock Required
NC,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT046,1624.3219,2372.97,1418.17,3038.04,Medium Stock Required
FD,OUT046,2830.4243,3132.43,2471.22,5293.9,Medium Stock Required
FD,OUT035,736.06866,1597.41,642.64,1376.66,Low Stock Required
NC,OUT035,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
NC,OUT019,495.4677,1310.58,432.58,926.71,Low Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,5891.2646,4519.19,5143.64,11018.74,High Stock Required
NC,OUT035,4020.851,3733.49,3510.6,7520.41,High Stock Required
FD,OUT017,3934.3108,3693.09,3435.03,7358.53,High Stock Required
FD,OUT027,4541.0967,3967.68,3964.82,8493.47,High Stock Required
NC,OUT013,2661.275,3037.39,2323.58,4977.56,Medium Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT017,1014.0465,1874.93,885.36,1896.65,Low Stock Required
FD,OUT013,1258.6857,2088.89,1098.97,2354.21,Low Stock Required
NC,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
FD,OUT018,3070.2366,3262.44,2680.63,5742.43,High Stock Required
NC,OUT010,434.0268,1226.63,378.97,811.78,Low Stock Required
FD,OUT046,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT027,2184.9722,2752.19,1907.68,4086.64,Medium Stock Required
FD,OUT019,257.02765,943.94,224.43,480.77,Low Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT046,2547.433,2971.72,2224.17,4764.61,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT019,331.1173,1071.39,289.08,619.27,Low Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT013,2799.2368,3115.13,2444.02,5235.62,Medium Stock Required
FD,OUT049,1647.2087,2389.63,1438.17,3080.86,Medium Stock Required
NC,OUT019,68.90956,488.76,60.16,128.9,Low Stock Required
FD,OUT017,661.6153,1514.46,577.64,1237.46,Low Stock Required
FD,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT017,3496.4553,3481.53,3052.74,6539.65,High Stock Required
NC,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT013,1633.9208,2379.97,1426.55,3056.01,Medium Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT049,3649.1719,3556.75,3186.07,6825.23,High Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT019,315.43634,1045.71,275.42,590.0,Low Stock Required
NC,OUT019,329.714,1069.12,287.86,616.65,Low Stock Required
FD,OUT027,3953.6594,3702.16,3451.92,7394.74,High Stock Required
NC,OUT017,3797.3267,3628.23,3315.46,7102.39,High Stock Required
NC,OUT019,256.43652,942.86,223.91,479.62,Low Stock Required
DR,OUT010,256.9637,943.83,224.34,480.61,Low Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
NC,OUT010,238.39877,909.09,208.15,445.87,Low Stock Required
FD,OUT018,1326.766,2144.63,1158.38,2481.52,Low Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
FD,OUT027,5056.2676,4186.69,4414.6,9456.98,High Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
NC,OUT027,5881.924,4515.6,5135.47,11001.26,High Stock Required
FD,OUT035,1564.2151,2328.65,1365.7,2925.65,Medium Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT018,1522.1451,2297.12,1328.99,2846.94,Medium Stock Required
FD,OUT013,640.9281,1490.6,559.61,1198.78,Low Stock Required
DR,OUT035,2536.5388,2965.36,2214.66,4744.25,Medium Stock Required
DR,OUT046,2799.4053,3115.22,2444.15,5235.89,Medium Stock Required
NC,OUT018,593.36414,1434.22,518.05,1109.76,Low Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT045,2970.2942,3208.9,2593.36,5555.55,Medium Stock Required
FD,OUT045,2669.4824,3042.07,2330.73,4992.9,Medium Stock Required
FD,OUT017,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
DR,OUT046,2663.72,3038.79,2325.67,4982.1,Medium Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
NC,OUT010,384.16595,1154.03,335.4,718.51,Low Stock Required
FD,OUT027,5891.2646,4519.19,5143.64,11018.74,High Stock Required
FD,OUT010,487.11862,1299.49,425.29,911.09,Low Stock Required
FD,OUT018,3169.3398,3314.67,2767.15,5927.79,High Stock Required
FD,OUT010,432.8277,1224.94,377.92,809.54,Low Stock Required
FD,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
FD,OUT035,4008.9968,3727.98,3500.25,7498.23,High Stock Required
NC,OUT046,3081.2183,3268.26,2690.19,5762.98,High Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT027,3226.1775,3344.26,2816.79,6034.13,High Stock Required
FD,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT046,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT017,975.0103,1838.49,851.27,1823.64,Low Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT017,1256.2394,2086.85,1096.83,2349.62,Low Stock Required
FD,OUT010,372.6356,1136.58,325.36,696.99,Low Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
DR,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT049,4062.0786,3752.58,3546.61,7597.58,High Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT017,1676.7584,2410.97,1463.97,3136.13,Medium Stock Required
NC,OUT027,3130.3552,3294.22,2733.1,5854.89,High Stock Required
NC,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
FD,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT027,1027.5206,1887.35,897.11,1921.84,Low Stock Required
DR,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
NC,OUT049,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT018,2720.5693,3071.04,2375.31,5088.44,Medium Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
NC,OUT010,196.50728,825.36,171.56,367.56,Low Stock Required
FD,OUT027,1969.69,2613.09,1719.74,3684.01,Medium Stock Required
FD,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT019,536.73816,1364.07,468.64,1003.93,Low Stock Required
NC,OUT035,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
FD,OUT018,2343.6628,2850.39,2046.24,4383.47,Medium Stock Required
FD,OUT046,3080.8816,3268.09,2689.93,5762.37,High Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
NC,OUT035,1627.96,2375.62,1421.36,3044.87,Medium Stock Required
FD,OUT045,800.80853,1666.17,699.18,1497.81,Low Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT049,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
NC,OUT027,3226.1775,3344.26,2816.79,6034.13,High Stock Required
FD,OUT017,721.8246,1581.87,630.2,1350.08,Low Stock Required
FD,OUT018,1423.315,2221.3,1242.68,2662.07,Low Stock Required
DR,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT019,432.22592,1224.08,377.4,808.46,Low Stock Required
NC,OUT045,3109.0505,3282.99,2714.5,5815.01,High Stock Required
NC,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,5485.09,4360.62,4789.03,10259.11,High Stock Required
FD,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
DR,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT013,2638.4333,3024.33,2303.62,4934.85,Medium Stock Required
NC,OUT045,4025.454,3735.63,3514.61,7529.04,High Stock Required
FD,OUT035,2560.317,2979.22,2235.39,4788.71,Medium Stock Required
NC,OUT045,2661.148,3037.32,2323.44,4977.28,Medium Stock Required
FD,OUT049,728.2342,1588.88,635.83,1362.08,Low Stock Required
FD,OUT018,2744.9631,3084.78,2396.61,5134.03,Medium Stock Required
NC,OUT018,2858.4668,3147.91,2495.71,5346.32,Medium Stock Required
NC,OUT046,1560.577,2325.94,1362.56,2918.87,Medium Stock Required
FD,OUT035,2560.317,2979.22,2235.39,4788.71,Medium Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
FD,OUT017,3889.957,3672.22,3396.31,7275.64,High Stock Required
NC,OUT010,577.7511,1415.23,504.43,1080.6,Low Stock Required
NC,OUT018,2744.9631,3084.78,2396.61,5134.03,Medium Stock Required
NC,OUT027,3064.0615,3259.15,2675.22,5730.86,High Stock Required
FD,OUT035,2666.495,3040.37,2328.12,4987.28,Medium Stock Required
NC,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
DR,OUT046,700.6699,1558.52,611.74,1310.48,Low Stock Required
NC,OUT049,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT045,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
DR,OUT013,725.61145,1586.02,633.52,1357.11,Low Stock Required
FD,OUT010,185.18695,801.24,161.7,346.36,Low Stock Required
FD,OUT049,3097.5886,3276.94,2704.51,5793.61,High Stock Required
NC,OUT013,1664.0736,2401.83,1452.88,3112.37,Medium Stock Required
FD,OUT017,2628.0642,3018.38,2294.54,4915.41,Medium Stock Required
FD,OUT035,2833.1995,3133.97,2473.66,5299.07,Medium Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
NC,OUT019,165.74669,758.02,144.72,309.99,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT018,712.948,1572.12,622.48,1333.47,Low Stock Required
FD,OUT027,3681.8896,3572.66,3214.66,6886.44,High Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT046,2055.072,2669.13,1794.26,3843.72,Medium Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT018,3438.7349,3452.67,3002.37,6431.67,High Stock Required
FD,OUT017,975.0103,1838.49,851.27,1823.64,Low Stock Required
NC,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
NC,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
NC,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
NC,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
FD,OUT018,2970.6233,3209.07,2593.62,5556.09,Medium Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT045,3884.9075,3669.83,3391.9,7266.19,High Stock Required
NC,OUT049,3609.9092,3537.56,3151.8,6751.83,High Stock Required
NC,OUT045,649.0792,1500.05,566.73,1214.02,Low Stock Required
NC,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
NC,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT019,67.94086,485.31,59.33,127.09,Low Stock Required
FD,OUT018,2961.5247,3204.16,2585.68,5539.12,Medium Stock Required
NC,OUT013,2799.2368,3115.13,2444.02,5235.62,Medium Stock Required
NC,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
FD,OUT018,2469.5361,2925.93,2156.16,4618.9,Medium Stock Required
FD,OUT017,1256.2394,2086.85,1096.83,2349.62,Low Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT017,3063.5767,3258.9,2674.82,5729.97,High Stock Required
FD,OUT019,260.9948,951.2,227.88,488.14,Low Stock Required
NC,OUT017,3948.2043,3699.61,3447.17,7384.53,High Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT049,3609.9092,3537.56,3151.8,6751.83,High Stock Required
NC,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT035,931.34814,1796.85,813.16,1741.99,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT018,2720.5693,3071.04,2375.31,5088.44,Medium Stock Required
FD,OUT046,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
FD,OUT017,841.5953,1708.08,734.8,1574.1,Low Stock Required
NC,OUT027,3920.7568,3686.73,3423.2,7333.19,High Stock Required
FD,OUT010,187.92201,807.13,164.06,351.45,Low Stock Required
NC,OUT045,3932.5862,3692.28,3433.54,7355.36,High Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT045,2553.1956,2975.08,2229.19,4775.37,Medium Stock Required
NC,OUT013,2534.7576,2964.31,2213.08,4740.92,Medium Stock Required
NC,OUT046,885.8641,1752.43,773.43,1656.9,Low Stock Required
FD,OUT013,2655.253,3033.95,2318.29,4966.25,Medium Stock Required
FD,OUT018,656.2201,1508.28,572.93,1227.36,Low Stock Required
FD,OUT010,404.88672,1184.74,353.52,757.28,Low Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT027,5160.7144,4229.71,4505.8,9652.41,High Stock Required
FD,OUT045,1560.577,2325.94,1362.56,2918.87,Medium Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT035,4053.0215,3748.4,3538.67,7580.61,High Stock Required
FD,OUT018,3075.325,3265.14,2685.04,5751.95,High Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT027,5891.2646,4519.19,5143.64,11018.74,High Stock Required
NC,OUT010,269.00296,965.68,234.86,503.1,Low Stock Required
NC,OUT045,1630.8413,2377.73,1423.89,3050.27,Medium Stock Required
FD,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
FD,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
DR,OUT049,847.6157,1714.18,740.04,1585.36,Low Stock Required
DR,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
FD,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
FD,OUT010,362.83286,1121.53,316.8,678.63,Low Stock Required
FD,OUT018,1186.491,2028.09,1035.93,2219.14,Low Stock Required
FD,OUT013,1258.6857,2088.89,1098.97,2354.21,Low Stock Required
FD,OUT019,71.68445,498.5,62.6,134.07,Low Stock Required
NC,OUT019,179.96301,789.86,157.11,336.59,Low Stock Required
FD,OUT013,2010.7026,2640.16,1755.54,3760.76,Medium Stock Required
NC,OUT035,3651.8098,3558.03,3188.38,6830.2,High Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
NC,OUT013,3076.545,3265.79,2686.13,5754.23,High Stock Required
FD,OUT013,2830.2559,3132.34,2471.09,5293.56,Medium Stock Required
FD,OUT049,3092.1003,3274.03,2699.71,5783.35,High Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
FD,OUT019,261.52536,952.17,228.36,489.18,Low Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT035,3651.8098,3558.03,3188.38,6830.2,High Stock Required
FD,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
NC,OUT045,679.5481,1534.85,593.31,1270.98,Low Stock Required
FD,OUT013,2815.5603,3124.2,2458.25,5266.09,Medium Stock Required
NC,OUT017,1256.2394,2086.85,1096.83,2349.62,Low Stock Required
FD,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT013,634.6593,1483.29,554.11,1187.05,Low Stock Required
FD,OUT019,315.43634,1045.71,275.42,590.0,Low Stock Required
FD,OUT045,1451.857,2243.46,1267.61,2715.49,Low Stock Required
FD,OUT049,2845.3203,3140.66,2484.23,5321.75,Medium Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
FD,OUT019,272.08624,971.2,237.57,508.89,Low Stock Required
NC,OUT013,3076.2083,3265.61,2685.82,5753.57,High Stock Required
FD,OUT035,3763.675,3612.12,3286.08,7039.41,High Stock Required
FD,OUT027,4225.236,3827.2,3689.06,7902.71,High Stock Required
NC,OUT010,274.80472,976.04,239.93,513.98,Low Stock Required
NC,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT019,276.48456,979.02,241.41,517.14,Low Stock Required
FD,OUT019,252.86642,936.27,220.76,472.9,Low Stock Required
DR,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
DR,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT013,2815.5603,3124.2,2458.25,5266.09,Medium Stock Required
DR,OUT027,5485.09,4360.62,4789.03,10259.11,High Stock Required
FD,OUT010,284.585,993.26,248.48,532.26,Low Stock Required
FD,OUT019,643.4369,1493.51,561.79,1203.48,Low Stock Required
FD,OUT013,3898.1116,3676.06,3403.42,7290.87,High Stock Required
FD,OUT045,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT018,2773.124,3100.56,2421.19,5186.75,Medium Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT027,3116.9854,3287.18,2721.45,5829.87,High Stock Required
FD,OUT019,264.46964,957.51,230.89,494.65,Low Stock Required
NC,OUT018,2720.5693,3071.04,2375.31,5088.44,Medium Stock Required
FD,OUT027,1637.3009,2382.43,1429.52,3062.34,Medium Stock Required
FD,OUT046,680.6964,1536.15,594.32,1273.18,Low Stock Required
DR,OUT018,2475.558,2929.49,2161.4,4630.16,Medium Stock Required
FD,OUT010,373.76822,1138.3,326.32,699.07,Low Stock Required
FD,OUT017,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT010,432.17975,1224.02,377.35,808.34,Low Stock Required
FD,OUT019,165.74669,758.02,144.72,309.99,Low Stock Required
NC,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT045,4057.625,3750.52,3542.68,7589.17,High Stock Required
NC,OUT017,3059.8726,3256.92,2671.55,5723.06,High Stock Required
NC,OUT017,727.88464,1588.5,635.53,1361.43,Low Stock Required
FD,OUT045,1647.2087,2389.63,1438.17,3080.86,Medium Stock Required
FD,OUT027,3696.8784,3579.92,3227.76,6914.52,High Stock Required
NC,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
NC,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
NC,OUT045,2542.382,2968.77,2219.76,4755.16,Medium Stock Required
FD,OUT027,3108.6816,3282.8,2714.2,5814.36,High Stock Required
FD,OUT010,256.5211,943.01,223.95,479.8,Low Stock Required
FD,OUT027,1035.3071,1894.48,903.92,1936.42,Low Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT010,363.0596,1121.88,316.98,679.02,Low Stock Required
FD,OUT049,862.5769,1729.24,753.13,1613.36,Low Stock Required
DR,OUT013,1563.6565,2328.23,1365.22,2924.61,Medium Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
FD,OUT027,5152.5146,4226.35,4498.64,9637.06,High Stock Required
FD,OUT013,855.6886,1722.32,747.11,1600.48,Low Stock Required
FD,OUT010,276.50778,979.06,241.41,517.14,Low Stock Required
FD,OUT018,812.8157,1678.62,709.65,1520.25,Low Stock Required
NC,OUT013,3076.2083,3265.61,2685.82,5753.57,High Stock Required
FD,OUT017,671.2691,1525.47,586.07,1255.48,Low Stock Required
NC,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT027,3691.7896,3577.46,3223.3,6904.95,High Stock Required
FD,OUT049,2979.4277,3213.83,2601.35,5572.64,Medium Stock Required
FD,OUT018,2773.124,3100.56,2421.19,5186.75,Medium Stock Required
NC,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT017,975.0103,1838.49,851.27,1823.64,Low Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
NC,OUT018,3579.44,3522.6,3125.21,6694.86,High Stock Required
FD,OUT046,3602.981,3534.17,3145.77,6738.87,High Stock Required
FD,OUT013,658.20135,1510.55,574.67,1231.06,Low Stock Required
NC,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
FD,OUT045,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT013,3082.0332,3268.7,2690.93,5764.49,High Stock Required
FD,OUT027,2541.9573,2968.52,2219.37,4754.35,Medium Stock Required
FD,OUT049,3609.9092,3537.56,3151.8,6751.83,High Stock Required
FD,OUT049,728.2342,1588.88,635.83,1362.08,Low Stock Required
NC,OUT046,3735.642,3598.64,3261.59,6986.99,High Stock Required
FD,OUT017,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT049,656.2777,1508.34,573.01,1227.51,Low Stock Required
FD,OUT018,2475.558,2929.49,2161.4,4630.16,Medium Stock Required
FD,OUT017,671.2691,1525.47,586.07,1255.48,Low Stock Required
NC,OUT010,253.6918,937.8,221.5,474.48,Low Stock Required
FD,OUT010,493.79254,1308.36,431.14,923.59,Low Stock Required
DR,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
NC,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
NC,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
NC,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
FD,OUT035,3088.149,3271.94,2696.26,5775.98,High Stock Required
FD,OUT049,4022.368,3734.19,3511.91,7523.26,High Stock Required
FD,OUT010,154.50735,731.86,134.89,288.96,Low Stock Required
DR,OUT017,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
NC,OUT035,2666.495,3040.37,2328.12,4987.28,Medium Stock Required
FD,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
DR,OUT019,318.8007,1051.27,278.34,596.28,Low Stock Required
FD,OUT027,5210.714,4250.15,4549.45,9745.9,High Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
NC,OUT049,870.5258,1737.19,760.08,1628.22,Low Stock Required
NC,OUT017,3934.3108,3693.09,3435.03,7358.53,High Stock Required
FD,OUT018,3190.411,3325.67,2785.53,5967.17,High Stock Required
FD,OUT019,417.44812,1202.98,364.47,780.76,Low Stock Required
NC,OUT049,847.6157,1714.18,740.04,1585.36,Low Stock Required
FD,OUT045,687.1765,1543.44,599.99,1285.29,Low Stock Required
DR,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT010,369.79776,1132.24,322.87,691.63,Low Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT010,482.68784,1293.57,421.44,902.83,Low Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT045,655.348,1507.27,572.18,1225.7,Low Stock Required
DR,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
FD,OUT019,530.1435,1355.67,462.87,991.58,Low Stock Required
FD,OUT018,777.8711,1642.14,679.14,1454.88,Low Stock Required
FD,OUT017,3934.3108,3693.09,3435.03,7358.53,High Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT045,847.88574,1714.45,740.3,1585.83,Low Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT045,3884.9075,3669.83,3391.9,7266.19,High Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT045,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
FD,OUT017,2559.4072,2978.69,2234.61,4787.02,Medium Stock Required
DR,OUT027,1637.3009,2382.43,1429.52,3062.34,Medium Stock Required
FD,OUT017,2642.5713,3026.7,2307.2,4942.56,Medium Stock Required
DR,OUT045,2674.26,3044.79,2334.88,5001.81,Medium Stock Required
FD,OUT027,3116.9854,3287.18,2721.45,5829.87,High Stock Required
FD,OUT049,1451.857,2243.46,1267.61,2715.49,Low Stock Required
FD,OUT018,1878.2461,2551.72,1639.9,3513.03,Medium Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
